Price,Close,High,Low,Open,Volume
2010-01-31,1116.8263003700658,1122.7894672594573,1109.1894595497533,1117.5789409436677,16877.052631578947
2010-02-28,1098.1894788240131,1106.3947368421052,1086.273681640625,1098.9000115645558,958.3684210526316
2010-03-31,1114.3565249235733,1117.9521802819293,1110.1260827105978,1114.204345703125,9677.521739130434
2010-04-30,1151.4523751395088,1155.2666713169642,1143.0285702659971,1150.528576078869,519.8571428571429
2010-05-31,1203.9550048828125,1209.080010986328,1196.9749938964844,1204.2550109863282,18083.05
2010-06-30,1234.6636408025568,1240.6454467773438,1224.3454478870738,1233.5227328213778,759.2272727272727
2010-07-31,1191.7476225353423,1196.3333333333333,1187.8428548177083,1191.442859468006,12739.285714285714
2010-08-31,1217.4454512162642,1221.5909201882102,1210.8590975674715,1217.3363702947443,420.45454545454544
2010-09-30,1273.0380917503721,1276.3571370442708,1268.7285621279761,1272.1380905877977,1580.952380952381
2010-10-31,1343.2190406436011,1351.5999872116815,1333.557140531994,1341.8238060360864,151.9047619047619
2010-11-30,1370.1857212611608,1378.6190418061756,1361.3190452938989,1371.0618954613096,11682.238095238095
2010-12-31,1393.954551003196,1400.7272616299715,1384.5545487837358,1392.6954623135653,750.5
2011-01-31,1361.679998779297,1370.2749938964844,1354.0699951171875,1365.0649963378905,14968.95
2011-02-28,1373.805265727796,1378.3105340254933,1365.2578960217927,1370.0421014083058,761.4736842105264
2011-03-31,1422.6173891813858,1428.2260901409647,1416.873922596807,1421.9434761379075,8449.478260869566
2011-04-30,1481.8650024414062,1487.7200073242188,1472.429998779297,1478.4150024414062,790.05
2011-05-31,1511.0142880394346,1518.9190499441963,1503.0523856026787,1513.0999988374256,12916.619047619048
2011-06-30,1527.9954556551847,1536.6409024325285,1520.5863591974432,1529.8681640625,683.0454545454545
2011-07-31,1577.1250061035157,1582.344989013672,1566.7750122070313,1572.2849975585937,15496.6
2011-08-31,1758.491306470788,1782.1391389266305,1736.1347815472147,1755.3739119819973,1115.0869565217392
2011-09-30,1762.1857154482886,1791.2238188244048,1747.9381045386904,1775.8095412481398,1516.5714285714287
2011-10-31,1669.9142775762648,1682.895252046131,1653.2714204334077,1669.3047630673364,129.28571428571428
2011-11-30,1742.5904831659227,1749.6476178850446,1727.933337983631,1739.6381022135417,12238.52380952381
2011-12-31,1641.9666748046875,1658.490490141369,1631.4571416945685,1648.952392578125,538.6190476190476
2012-01-31,1660.195001220703,1666.4850036621094,1650.4200012207032,1655.3550048828124,11885.4
2012-02-29,1743.8350158691405,1755.8900024414063,1730.2150024414063,1744.969989013672,479.35
2012-03-31,1675.6590964577415,1684.3318204012785,1664.9000077681108,1677.254549893466,11570.0
2012-04-30,1650.5850036621093,1657.695001220703,1640.0849975585938,1651.5700134277345,487.15
2012-05-31,1588.2818104137075,1595.4636285955255,1578.8136485706675,1588.9090742631392,15704.863636363636
2012-06-30,1600.690464564732,1610.2380952380952,1586.5904773530506,1599.5904715401787,531.5238095238095
2012-07-31,1592.51904296875,1598.4476202101935,1584.8952462332588,1592.2142857142858,12263.238095238095
2012-08-31,1629.9173902428668,1635.8260816491168,1619.9782502547555,1626.8565355383832,512.304347826087
2012-09-30,1748.8052593030427,1754.578947368421,1740.1842105263158,1746.421052631579,1345.1052631578948
2012-10-31,1747.7285737537202,1754.942847842262,1742.7857142857142,1749.9285598028273,106.85714285714286
2012-11-30,1721.3190452938989,1728.3333391462054,1715.3047630673364,1722.3809581938244,16465.571428571428
2012-12-31,1684.3800048828125,1692.6349975585938,1676.354998779297,1686.225,353.05
2013-01-31,1670.4476260230654,1676.8238118489583,1663.066662016369,1669.7857200985864,9415.380952380952
2013-02-28,1627.4684030633223,1639.0421078330592,1619.2157817639802,1632.0157856188323,620.2105263157895
2013-03-31,1591.5050048828125,1596.5949951171874,1586.3600036621094,1592.8700012207032,11192.35
2013-04-30,1484.6272804953835,1503.722733931108,1470.5272771661932,1490.9909057617188,665.8181818181819
2013-05-31,1416.6181918057528,1430.0227217240767,1406.0272771661932,1420.281815962358,10095.818181818182
2013-06-30,1342.1350036621093,1357.5350036621094,1330.175,1348.3750061035157,636.95
2013-07-31,1285.8045543323863,1295.4681951349432,1278.3863636363637,1286.1409024325285,8462.272727272728
2013-08-31,1352.6681574041193,1361.3363813920455,1340.3136374733665,1349.4863614169035,477.59090909090907
2013-09-30,1345.985009765625,1358.1800109863282,1337.7449951171875,1350.195001220703,887.95
2013-10-31,1316.8347751783288,1325.113037109375,1306.9695567255435,1316.38696819803,118.3913043478261
2013-11-30,1275.104998779297,1282.8450012207031,1270.070001220703,1278.7399841308593,13533.35
2013-12-31,1225.0095156715029,1234.3190452938989,1213.9428536551338,1225.5714227585565,693.047619047619
2014-01-31,1244.0619012741815,1249.7095307849702,1236.8047630673364,1242.4857177734375,9033.380952380952
2014-02-28,1300.9842143811677,1306.5947329872533,1291.7631514699835,1296.4789589329769,628.578947368421
2014-03-31,1336.4285714285713,1343.7714204334077,1329.5999988374256,1337.9428536551338,12180.666666666666
2014-04-30,1298.423793247768,1304.8809465680804,1291.538097563244,1298.2999965122767,393.57142857142856
2014-05-31,1287.538097563244,1292.1857154482886,1283.5428641183037,1288.547619047619,10054.42857142857
2014-06-30,1282.161900111607,1285.6380905877977,1274.5762009393602,1278.604771205357,505.6666666666667
2014-07-31,1310.6363636363637,1317.5863647460938,1307.654541015625,1313.6636408025568,10209.40909090909
2014-08-31,1295.0571463448662,1299.8857131231398,1290.2285737537202,1295.3047746930804,458.7142857142857
2014-09-30,1235.1285691034227,1239.1952311197917,1231.642857142857,1236.3761916387648,1319.2857142857142
2014-10-31,1222.93042522928,1227.7782619310462,1218.9869703209918,1224.4304358440897,196.08695652173913
2014-11-30,1176.1789422286183,1182.3736829255756,1168.1315725226152,1175.8736765008223,15758.421052631578
2014-12-31,1200.168174050071,1209.350008877841,1189.5499822443182,1198.3954412286932,506.3636363636364
2015-01-31,1252.9249938964845,1259.0100036621093,1241.2900024414062,1247.3349914550781,12930.75
2015-02-28,1224.9105224609375,1236.4947381270558,1220.5368523848683,1230.7421104029606,436.5263157894737
2015-03-31,1177.768182927912,1186.4136297052557,1173.454539905895,1180.654541015625,9782.045454545454
2015-04-30,1199.828578404018,1206.952369326637,1192.1666608537946,1199.8952346075148,373.23809523809524
2015-05-31,1198.2150085449218,1201.7350036621094,1192.7549987792968,1196.8199951171875,12906.15
2015-06-30,1180.7818215110085,1186.531827059659,1176.0454434481535,1182.2681884765625,284.1818181818182
2015-07-31,1128.113641912287,1134.4318126331675,1122.8272705078125,1130.8727195046165,9858.727272727272
2015-08-31,1118.7333112444196,1125.066673642113,1110.2666713169642,1116.942859468006,631.0
2015-09-30,1123.8238002232142,1129.8047572544642,1119.5714401971727,1125.0571579706102,434.23809523809524
2015-10-31,1159.859092018821,1164.218172940341,1153.0909201882102,1157.495439009233,196.4090909090909
2015-11-30,1084.0050048828125,1091.5100036621093,1081.975,1088.7449951171875,10322.25
2015-12-31,1069.9454567649148,1076.9272738370028,1063.8181762695312,1069.8772693980825,461.3181818181818
2016-01-31,1097.6420962685033,1103.6789486533717,1091.9052734375,1097.0526380037006,12082.0
2016-02-29,1201.4050048828126,1209.4049987792969,1187.0949951171874,1195.0450012207032,696.5
2016-03-31,1244.8818192915483,1255.159090909091,1235.9409124200995,1244.0227272727273,11125.045454545454
2016-04-30,1242.5380801246279,1249.4761788504463,1233.2857026599702,1239.8333333333333,474.0
2016-05-31,1259.5904773530506,1267.3285609654017,1253.914295014881,1261.5571463448662,12947.047619047618
2016-06-30,1276.7454612038352,1284.3272705078125,1265.4636452414773,1270.9818226207387,608.1818181818181
2016-07-31,1337.2100036621093,1344.3350036621093,1329.195001220703,1337.789990234375,14082.65
2016-08-31,1337.9565270465353,1344.5478197180707,1332.682611880095,1338.5652280061142,515.3913043478261
2016-09-30,1325.1142868768602,1328.923804873512,1321.2809419177827,1325.1095145089287,887.1428571428571
2016-10-31,1263.9800109863281,1271.2549987792968,1262.0650146484375,1268.4400024414062,287.4
2016-11-30,1235.9600036621093,1245.9150085449219,1230.8250061035155,1239.135009765625,12101.15
2016-12-31,1151.395252046131,1156.876197451637,1145.8142961774554,1152.6904878162202,474.85714285714283
2017-01-31,1193.190008544922,1196.9400024414062,1186.360009765625,1191.1849975585938,14482.75
2017-02-28,1234.5420949835527,1238.626310649671,1226.8105276007402,1232.4526238692433,583.5263157894736
2017-03-31,1230.378269361413,1235.1304347826087,1226.817388119905,1230.9999893851902,10914.173913043478
2017-04-30,1268.6526392886512,1273.3473671361019,1263.252621299342,1268.5,477.10526315789474
2017-05-31,1243.7636385830965,1249.0227161754262,1240.0590875799005,1244.9636341441762,18396.954545454544
2017-06-30,1260.0590931285512,1265.5272605202415,1254.8045543323863,1261.554532137784,406.72727272727275
2017-07-31,1235.9599975585938,1238.7850036621094,1232.8299987792968,1235.5799987792968,14631.65
2017-08-31,1283.7956436820652,1288.0391368036685,1277.1565259850543,1282.004346764606,439.04347826086956
2017-09-30,1313.9400024414062,1317.65,1309.9350036621095,1313.8249938964843,1340.4
2017-10-31,1279.2500055486505,1282.4045521129262,1275.5409046519887,1279.4227294921875,159.6818181818182
2017-11-30,1280.6904703776042,1283.4047677176338,1277.942859468006,1280.5142880394346,15534.0
2017-12-31,1265.5700073242188,1269.7300109863281,1261.1500122070313,1264.660009765625,379.8
2018-01-31,1330.675,1332.975,1326.6900146484375,1329.2700134277343,16916.1
2018-02-28,1330.0578806023848,1338.3157766241777,1324.4105224609375,1332.600007709704,539.1052631578947
2018-03-31,1324.2381068638392,1327.990490141369,1320.8809581938244,1324.0523856026787,16966.52380952381
2018-04-30,1335.3428664434523,1339.8618977864583,1328.7714204334077,1333.4857119605654,291.14285714285717
2018-05-31,1302.6181696111505,1305.0681818181818,1300.9408957741477,1303.3545365767045,20086.045454545456
2018-06-30,1280.0238037109375,1285.1809488932292,1276.980945405506,1281.895228794643,246.0
2018-07-31,1236.0238211495537,1238.9666689918154,1233.2619047619048,1236.8857014973958,15224.52380952381
2018-08-31,1199.9521749745245,1205.0739109205163,1195.7260954483695,1200.986959706182,260.69565217391306
2018-09-30,1196.705258018092,1198.4789525082238,1195.3368369654606,1197.2684133429277,1231.8947368421052
2018-10-31,1213.9695673403533,1218.0434782608695,1210.991311778193,1214.2782619310462,179.3913043478261
2018-11-30,1219.2381010509673,1222.0476364862352,1216.9380987258185,1219.1619117373511,14514.52380952381
2018-12-31,1253.0473697060033,1255.8263196443256,1248.3052593030427,1250.5157984683387,225.10526315789474
2019-01-31,1290.8618977864583,1293.6857096354167,1288.5618896484375,1291.2714262462798,12904.666666666666
2019-02-28,1318.4473684210527,1322.2526341488488,1313.8210513466283,1318.3105211759869,420.4736842105263
2019-03-31,1298.5285935174852,1301.6047537667412,1296.7571440197173,1299.9618966238838,14080.952380952382
2019-04-30,1284.7857200985864,1288.2571498325892,1281.547619047619,1285.8000081380208,331.4761904761905
2019-05-31,1283.3727195046165,1284.1545521129262,1279.895457874645,1281.1227195046165,11293.09090909091
2019-06-30,1359.669989013672,1365.7550109863282,1353.6200134277344,1357.9300109863282,325.85
2019-07-31,1413.295448996804,1419.8636474609375,1408.659090909091,1415.1318303888495,13729.59090909091
2019-08-31,1502.0363658558238,1510.2136341441762,1489.981817072088,1498.654541015625,779.1818181818181
2019-09-30,1507.4199951171875,1515.8550048828124,1500.354998779297,1510.4049987792969,883.7
2019-10-31,1493.330423106318,1499.1304294752038,1485.5739162279212,1491.608695652174,227.52173913043478
2019-11-30,1470.0000061035157,1474.825,1466.75,1472.614990234375,22185.05
2019-12-31,1480.8523763020833,1484.6095319475446,1476.3476155598958,1479.1380905877977,621.2380952380952
2020-01-31,1559.933337983631,1566.3618977864583,1552.6333472842261,1558.7714320591517,15060.095238095239
2020-02-29,1595.6157804790296,1605.8526161595394,1586.0736854954769,1596.1789486533717,506.1578947368421
2020-03-31,1594.6500077681108,1620.4636396928267,1573.8318148526278,1601.2636385830965,5634.409090909091
2020-04-30,1694.9809395926338,1712.4571358816963,1677.7142915271577,1692.4904727027529,682.0952380952381
2020-05-31,1718.6900146484375,1728.0650146484375,1708.5849914550781,1716.9849975585937,8428.4
2020-06-30,1735.922735040838,1745.8636363636363,1724.7636441317472,1734.8545476740057,747.0909090909091
2020-07-31,1847.5409046519887,1853.327276056463,1836.204539905895,1841.7090842507102,11225.772727272728
2020-08-31,1966.2380836123511,1984.5428699311756,1945.9333321707588,1967.2952299572173,557.6190476190476
2020-09-30,1920.2761869884673,1930.3904738653273,1912.347621372768,1922.7476283482142,846.7142857142857
2020-10-31,1900.245450106534,1908.0091053355825,1889.527266068892,1897.6181918057528,436.95454545454544
2020-11-30,1866.0799987792968,1878.8750061035157,1856.425,1869.5250122070313,14429.45
2020-12-31,1859.2954434481535,1868.327276056463,1848.1590853604403,1856.4363625266335,551.9090909090909
2021-01-31,1865.1842169510692,1877.7841989617598,1856.0157856188323,1866.1526328638981,11891.052631578947
2021-02-28,1805.531584087171,1821.3315815172698,1796.6631694592927,1814.2052708675988,884.8947368421053
2021-03-31,1719.5173923658288,1728.0173923658288,1710.3260816491168,1719.804342518682,7300.608695652174
2021-04-30,1759.7571440197173,1765.7571498325892,1749.9142775762648,1757.6761997767858,506.95238095238096
2021-05-31,1850.6450073242188,1854.025,1841.9999938964843,1845.5899963378906,10506.65
2021-06-30,1834.1227361505682,1845.840909090909,1824.0681707208807,1838.1545465642755,384.8181818181818
2021-07-31,1805.5047607421875,1811.7333344959077,1799.8523821149554,1803.9523635137648,11705.42857142857
2021-08-31,1785.231805974787,1793.0363658558238,1775.172735040838,1785.145468971946,807.1363636363636
2021-09-30,1775.8999953497023,1784.2523774646577,1767.623814174107,1777.9190383184523,1359.1904761904761
2021-10-31,1776.404750279018,1784.2952473958333,1768.1095203218006,1775.423816499256,390.85714285714283
2021-11-30,1819.499988374256,1826.8714192708333,1812.7571323939733,1818.6095203218006,10559.42857142857
2021-12-31,1791.0454434481535,1797.2681773792613,1783.9909224076705,1790.2772771661932,491.04545454545456
2022-01-31,1816.6399963378906,1820.7599975585938,1809.4700134277343,1814.2300109863281,11559.9
2022-02-28,1857.7420911287006,1868.0578806023848,1845.5789409436677,1854.6947471217106,497.8421052631579
2022-03-31,1950.6739024286685,1961.4391293733017,1937.4260837720788,1948.3347911005435,6863.652173913043
2022-04-30,1933.9300048828125,1945.3649963378907,1925.9200012207032,1934.4349975585938,386.25
2022-05-31,1845.9380987258185,1855.0142880394346,1838.9571475074404,1847.2095307849702,7754.857142857143
2022-06-30,1834.547619047619,1846.2238013857886,1824.8047688802083,1835.8428548177083,373.85714285714283
2022-07-31,1729.8,1738.809991455078,1723.5399963378907,1731.070001220703,9749.45
2022-08-31,1762.4782608695652,1770.3478367017663,1755.6695609714675,1764.7391357421875,485.2608695652174
2022-09-30,1678.6142868768602,1686.1142868768602,1671.8809581938244,1679.1714274088542,1980.2857142857142
2022-10-31,1665.8380940755208,1674.5761893136162,1656.6666666666667,1667.0238037109375,419.85714285714283
2022-11-30,1726.047630673363,1731.6904761904761,1716.576183500744,1720.7285737537202,7705.380952380952
2022-12-31,1797.1142868768602,1806.3714541480654,1786.9619140625,1794.1047653924852,445.0952380952381
2023-01-31,1899.8349914550781,1905.134991455078,1892.7049987792968,1898.044989013672,9305.65
2023-02-28,1853.2368485300165,1864.6947278474506,1846.4421065481085,1857.4105224609375,545.421052631579
2023-03-31,1912.9608685037365,1922.4391346807065,1904.4478282099185,1911.5521877122962,4533.086956521739
2023-04-30,2001.04736328125,2011.3894813939144,1987.5631553248356,2000.1052503083881,383.2631578947368
2023-05-31,1993.4227294921875,2000.8227372602983,1987.186368075284,1992.5499933416193,9789.40909090909
2023-06-30,1941.652378627232,1950.5285818917412,1932.2809651692708,1942.8142729259673,303.95238095238096
2023-07-31,1950.7649963378906,1954.0049926757813,1942.6549926757812,1946.7200073242188,11023.7
2023-08-31,1917.5565185546875,1924.573921535326,1913.0652173913043,1920.491306470788,395.04347826086956
2023-09-30,1912.4099975585937,1918.0600036621095,1910.275,1916.0450012207032,999.8
2023-10-31,1915.5681762695312,1921.0954534357245,1906.3227317116477,1911.063631924716,385.1818181818182
2023-11-30,1985.3714250837054,1990.2952473958333,1979.5904715401787,1986.3142787388392,9522.142857142857
2023-12-31,2031.6749938964845,2048.7799865722654,2024.5050048828125,2035.429998779297,436.15
2024-01-31,2028.0428466796875,2037.7000034877233,2024.3000023251489,2030.4666573660713,8767.142857142857
2024-02-29,2025.214990234375,2032.8649963378907,2016.815008544922,2026.445001220703,522.0
2024-03-31,2161.8699951171875,2170.0849853515624,2149.325,2154.9899963378907,12095.15
2024-04-30,2332.590897993608,2349.2272616299715,2315.7954434481535,2332.7090953480115,368.95454545454544
2024-05-31,2349.6318026455965,2360.872736150568,2338.84092018821,2350.409102006392,7009.863636363636
2024-06-30,2326.0789345189146,2337.1052503083883,2311.1947342722037,2322.2736559416117,418.8421052631579
2024-07-31,2393.3363702947445,2401.845470081676,2381.745450106534,2389.245450106534,7065.181818181818
2024-08-31,2467.249988902699,2482.2363836115055,2452.5317937677555,2467.1045476740055,550.1363636363636
2024-09-30,2572.869982910156,2580.390002441406,2560.4249877929688,2571.265002441406,1200.35
2024-10-31,2688.904349949049,2697.2999851392665,2679.9695567255435,2687.430419921875,195.43478260869566
2024-11-30,2649.8150146484377,2665.125,2639.6799926757812,2655.1699951171877,12315.85
2024-12-31,2643.5809500558034,2654.7285970052085,2627.4095052083335,2640.9238164992557,799.2380952380952
2025-01-31,2722.9476260230654,2731.8762090773807,2706.885718936012,2715.9571591331846,9131.714285714286
2025-02-28,2897.1157997532896,2915.552618729441,2874.7316123560854,2897.2579024465463,2349.4736842105262
2025-03-31,2986.4095284598216,2995.5428641183034,2967.890450613839,2976.3285551525296,8016.238095238095
2025-04-30,3211.152367001488,3251.0857049851193,3178.123802548363,3211.790457589286,1838.6666666666667
2025-05-31,3280.7380952380954,3308.990478515625,3252.7142740885415,3285.7190290178573,8221.142857142857
2025-06-30,3353.9157843338817,3374.9631476151317,3332.1736867804275,3355.836849814967,1091.0
