Date,Close,Volume
2010-01-31 00:00:00-05:00,105.95999908447266,347218200
2010-02-28 00:00:00-05:00,109.43000030517578,368010500
2010-03-31 00:00:00-04:00,108.94999694824219,326092400
2010-04-30 00:00:00-04:00,115.36000061035156,274413100
2010-05-31 00:00:00-04:00,118.87999725341797,504968200
2010-06-30 00:00:00-04:00,121.68000030517578,326007600
2010-07-31 00:00:00-04:00,115.48999786376953,275523100
2010-08-31 00:00:00-04:00,122.08000183105469,214805800
2010-09-30 00:00:00-04:00,127.91000366210938,269515300
2010-10-31 00:00:00-04:00,132.6199951171875,365035100
2010-11-30 00:00:00-05:00,135.4199981689453,407549300
2010-12-31 00:00:00-05:00,138.72000122070312,305529800
2011-01-31 00:00:00-05:00,129.8699951171875,353019800
2011-02-28 00:00:00-05:00,137.66000366210938,238786500
2011-03-31 00:00:00-04:00,139.86000061035156,306448400
2011-04-30 00:00:00-04:00,152.3699951171875,303490300
2011-05-31 00:00:00-04:00,149.63999938964844,382778500
2011-06-30 00:00:00-04:00,146.0,291338100
2011-07-31 00:00:00-04:00,158.2899932861328,328150200
2011-08-31 00:00:00-04:00,177.72000122070312,768547400
2011-09-30 00:00:00-04:00,158.05999755859375,496007600
2011-10-31 00:00:00-04:00,167.33999633789062,271385800
2011-11-30 00:00:00-05:00,170.1300048828125,285132800
2011-12-31 00:00:00-05:00,151.99000549316406,292635000
2012-01-31 00:00:00-05:00,169.30999755859375,223453900
2012-02-29 00:00:00-05:00,164.2899932861328,259837600
2012-03-31 00:00:00-04:00,162.1199951171875,272582900
2012-04-30 00:00:00-04:00,161.8800048828125,198905400
2012-05-31 00:00:00-04:00,151.6199951171875,256298600
2012-06-30 00:00:00-04:00,155.19000244140625,237977300
2012-07-31 00:00:00-04:00,156.49000549316406,155221000
2012-08-31 00:00:00-04:00,164.22000122070312,190757200
2012-09-30 00:00:00-04:00,171.88999938964844,229736700
2012-10-31 00:00:00-04:00,166.8300018310547,165237600
2012-11-30 00:00:00-05:00,166.0500030517578,173575600
2012-12-31 00:00:00-05:00,162.02000427246094,200021700
2013-01-31 00:00:00-05:00,161.1999969482422,222470200
2013-02-28 00:00:00-05:00,153.0,241668700
2013-03-31 00:00:00-04:00,154.4499969482422,160615100
2013-04-30 00:00:00-04:00,142.77000427246094,454473800
2013-05-31 00:00:00-04:00,133.9199981689453,278779500
2013-06-30 00:00:00-04:00,119.11000061035156,254151000
2013-07-31 00:00:00-04:00,127.95999908447266,191322900
2013-08-31 00:00:00-04:00,134.6199951171875,194596100
2013-09-30 00:00:00-04:00,128.17999267578125,203875800
2013-10-31 00:00:00-04:00,127.73999786376953,203478400
2013-11-30 00:00:00-05:00,120.69999694824219,130629300
2013-12-31 00:00:00-05:00,116.12000274658203,185368200
2014-01-31 00:00:00-05:00,120.08999633789062,152949800
2014-02-28 00:00:00-05:00,127.62000274658203,156504800
2014-03-31 00:00:00-04:00,123.61000061035156,182522600
2014-04-30 00:00:00-04:00,124.22000122070312,127851700
2014-05-31 00:00:00-04:00,120.43000030517578,113286900
2014-06-30 00:00:00-04:00,128.0399932861328,139939600
2014-07-31 00:00:00-04:00,123.38999938964844,140606000
2014-08-31 00:00:00-04:00,123.86000061035156,118179700
2014-09-30 00:00:00-04:00,116.20999908447266,140533100
2014-10-31 00:00:00-04:00,112.66000366210938,155183900
2014-11-30 00:00:00-05:00,112.11000061035156,147594200
2014-12-31 00:00:00-05:00,113.58000183105469,153722200
2015-01-31 00:00:00-05:00,123.44999694824219,198034100
2015-02-28 00:00:00-05:00,116.16000366210938,125686200
2015-03-31 00:00:00-04:00,113.66000366210938,133483100
2015-04-30 00:00:00-04:00,113.47000122070312,106636600
2015-05-31 00:00:00-04:00,114.0999984741211,99097100
2015-06-30 00:00:00-04:00,112.37000274658203,110267600
2015-07-31 00:00:00-04:00,104.93000030517578,157498100
2015-08-31 00:00:00-04:00,108.81999969482422,151171700
2015-09-30 00:00:00-04:00,106.86000061035156,113791100
2015-10-31 00:00:00-04:00,109.30000305175781,131532500
2015-11-30 00:00:00-05:00,101.91999816894531,106869000
2015-12-31 00:00:00-05:00,101.45999908447266,124503700
2016-01-31 00:00:00-05:00,106.94999694824219,139712800
2016-02-29 00:00:00-05:00,118.63999938964844,314968700
2016-03-31 00:00:00-04:00,117.63999938964844,259670200
2016-04-30 00:00:00-04:00,123.6500015258789,222989100
2016-05-31 00:00:00-04:00,116.05999755859375,201083100
2016-06-30 00:00:00-04:00,126.47000122070312,307601400
2016-07-31 00:00:00-04:00,128.97999572753906,259546000
2016-08-31 00:00:00-04:00,124.77999877929688,215783900
2016-09-30 00:00:00-04:00,125.63999938964844,213473800
2016-10-31 00:00:00-04:00,121.94000244140625,181298100
2016-11-30 00:00:00-05:00,111.75,247890600
2016-12-31 00:00:00-05:00,109.61000061035156,159862800
2017-01-31 00:00:00-05:00,115.55000305175781,150545100
2017-02-28 00:00:00-05:00,119.2300033569336,150265000
2017-03-31 00:00:00-04:00,118.72000122070312,172556100
2017-04-30 00:00:00-04:00,120.7699966430664,176157400
2017-05-31 00:00:00-04:00,120.62000274658203,160072400
2017-06-30 00:00:00-04:00,118.0199966430664,160832400
2017-07-31 00:00:00-04:00,120.75,128516200
2017-08-31 00:00:00-04:00,125.81999969482422,179580900
2017-09-30 00:00:00-04:00,121.58000183105469,174234300
2017-10-31 00:00:00-04:00,120.66999816894531,137821900
2017-11-30 00:00:00-05:00,121.0999984741211,121999200
2017-12-31 00:00:00-05:00,123.6500015258789,145856700
2018-01-31 00:00:00-05:00,127.6500015258789,184868100
2018-02-28 00:00:00-05:00,125.0,176366400
2018-03-31 00:00:00-04:00,125.79000091552734,143350600
2018-04-30 00:00:00-04:00,124.58999633789062,148538100
2018-05-31 00:00:00-04:00,123.0999984741211,136939000
2018-06-30 00:00:00-04:00,118.6500015258789,133529400
2018-07-31 00:00:00-04:00,115.98999786376953,130595500
2018-08-31 00:00:00-04:00,113.51000213623047,148356600
2018-09-30 00:00:00-04:00,112.76000213623047,97355900
2018-10-31 00:00:00-04:00,115.1500015258789,228476300
2018-11-30 00:00:00-05:00,115.54000091552734,186729200
2018-12-31 00:00:00-05:00,121.25,178898300
2019-01-31 00:00:00-05:00,124.75,195173300
2019-02-28 00:00:00-05:00,123.98999786376953,141982900
2019-03-31 00:00:00-04:00,122.01000213623047,168879600
2019-04-30 00:00:00-04:00,121.19999694824219,124262100
2019-05-31 00:00:00-04:00,123.33000183105469,140574200
2019-06-30 00:00:00-04:00,133.1999969482422,205599200
2019-07-31 00:00:00-04:00,133.2100067138672,226367100
2019-08-31 00:00:00-04:00,143.75,322877500
2019-09-30 00:00:00-04:00,138.8699951171875,233678500
2019-10-31 00:00:00-04:00,142.42999267578125,178417600
2019-11-30 00:00:00-05:00,137.86000061035156,139229300
2019-12-31 00:00:00-05:00,142.89999389648438,121345200
2020-01-31 00:00:00-05:00,149.3300018310547,194652300
2020-02-29 00:00:00-05:00,148.3800048828125,254781400
2020-03-31 00:00:00-04:00,148.0500030517578,457459900
2020-04-30 00:00:00-04:00,158.8000030517578,260294400
2020-05-31 00:00:00-04:00,162.91000366210938,235361000
2020-06-30 00:00:00-04:00,167.3699951171875,222122700
2020-07-31 00:00:00-04:00,185.42999267578125,305156400
2020-08-31 00:00:00-04:00,184.8300018310547,389593200
2020-09-30 00:00:00-04:00,177.1199951171875,219862100
2020-10-31 00:00:00-04:00,176.1999969482422,172289000
2020-11-30 00:00:00-05:00,166.6699981689453,222246500
2020-12-31 00:00:00-05:00,178.36000061035156,177576400
2021-01-31 00:00:00-05:00,172.61000061035156,210951400
2021-02-28 00:00:00-05:00,161.80999755859375,181008600
2021-03-31 00:00:00-04:00,159.9600067138672,214111100
2021-04-30 00:00:00-04:00,165.66000366210938,143030700
2021-05-31 00:00:00-04:00,178.3800048828125,199082500
2021-06-30 00:00:00-04:00,165.6300048828125,207522500
2021-07-31 00:00:00-04:00,169.82000732421875,145195500
2021-08-31 00:00:00-04:00,169.69000244140625,165504300
2021-09-30 00:00:00-04:00,164.22000122070312,160613200
2021-10-31 00:00:00-04:00,166.64999389648438,136138300
2021-11-30 00:00:00-05:00,165.5,162163400
2021-12-31 00:00:00-05:00,170.9600067138672,151214100
2022-01-31 00:00:00-05:00,168.08999633789062,211125100
2022-02-28 00:00:00-05:00,178.3800048828125,254601300
2022-03-31 00:00:00-04:00,180.64999389648438,377087100
2022-04-30 00:00:00-04:00,176.91000366210938,195348400
2022-05-31 00:00:00-04:00,171.13999938964844,179911400
2022-06-30 00:00:00-04:00,168.4600067138672,145735200
2022-07-31 00:00:00-04:00,164.10000610351562,134877000
2022-08-31 00:00:00-04:00,159.27000427246094,110217900
2022-09-30 00:00:00-04:00,154.6699981689453,139879400
2022-10-31 00:00:00-04:00,151.91000366210938,118402700
2022-11-30 00:00:00-05:00,164.80999755859375,114967900
2022-12-31 00:00:00-05:00,169.63999938964844,106815500
2023-01-31 00:00:00-05:00,179.41000366210938,118786700
2023-02-28 00:00:00-05:00,169.77999877929688,113802300
2023-03-31 00:00:00-04:00,183.22000122070312,223186600
2023-04-30 00:00:00-04:00,184.8000030517578,170988100
2023-05-31 00:00:00-04:00,182.32000732421875,182184900
2023-06-30 00:00:00-04:00,178.27000427246094,133968200
2023-07-31 00:00:00-04:00,182.35000610351562,99844800
2023-08-31 00:00:00-04:00,180.02000427246094,140384300
2023-09-30 00:00:00-04:00,171.4499969482422,122800000
2023-10-31 00:00:00-04:00,184.08999633789062,222528100
2023-11-30 00:00:00-05:00,188.75,143757900
2023-12-31 00:00:00-05:00,191.1699981689453,153605600
2024-01-31 00:00:00-05:00,188.4499969482422,124735600
2024-02-29 00:00:00-05:00,189.30999755859375,118520300
2024-03-31 00:00:00-04:00,205.72000122070312,162616600
2024-04-30 00:00:00-04:00,211.8699951171875,254338500
2024-05-31 00:00:00-04:00,215.3000030517578,141706000
2024-06-30 00:00:00-04:00,215.00999450683594,108735300
2024-07-31 00:00:00-04:00,226.5500030517578,138673000
2024-08-31 00:00:00-04:00,231.2899932861328,147220700
2024-09-30 00:00:00-04:00,243.05999755859375,130608100
2024-10-31 00:00:00-04:00,253.50999450683594,145957700
2024-11-30 00:00:00-05:00,245.58999633789062,152567400
2024-12-31 00:00:00-05:00,242.1300048828125,115478400
2025-01-31 00:00:00-05:00,258.55999755859375,141384500
2025-02-28 00:00:00-05:00,263.2699890136719,178992600
2025-03-31 00:00:00-04:00,288.1400146484375,181005700
2025-04-30 00:00:00-04:00,303.7699890136719,354296400
2025-05-31 00:00:00-04:00,303.6000061035156,235215100
2025-06-30 00:00:00-04:00,301.2200012207031,191373000
