DATE,USD_CNY_Rate,USD_EUR_Rate
2010-01-31,6.826915789473684,1.4265736842105263
2010-02-28,6.8284631578947375,1.3679947368421053
2010-03-31,6.826182608695651,1.357004347826087
2010-04-30,6.825550000000001,1.3416818181818182
2010-05-31,6.827450000000001,1.256315
2010-06-30,6.818440909090909,1.2223363636363638
2010-07-31,6.776233333333334,1.281057142857143
2010-08-31,6.787286363636364,1.2902909090909092
2010-09-30,6.739647619047619,1.3102857142857143
2010-10-31,6.667789999999999,1.390095
2010-11-30,6.65381,1.3654249999999999
2010-12-31,6.649685714285714,1.3221333333333334
2011-01-31,6.596415,1.337065
2011-02-28,6.576126315789473,1.3655894736842107
2011-03-31,6.564460869565217,1.4019826086956524
2011-04-30,6.526685714285714,1.4459761904761905
2011-05-31,6.495680952380953,1.433452380952381
2011-06-30,6.47455,1.4402863636363636
2011-07-31,6.457535,1.4275
2011-08-31,6.403604347826088,1.4333173913043478
2011-09-30,6.388457142857143,1.3746714285714285
2011-10-31,6.370955,1.373245
2011-11-30,6.3564099999999994,1.35576
2011-12-31,6.3482095238095235,1.3154571428571429
2012-01-31,6.31717,1.290985
2012-02-29,6.29969,1.323835
2012-03-31,6.312481818181817,1.32075
2012-04-30,6.304328571428571,1.3160190476190476
2012-05-31,6.3242045454545455,1.2806454545454544
2012-06-30,6.363257142857143,1.2541333333333333
2012-07-31,6.371742857142857,1.2277619047619048
2012-08-31,6.359278260869565,1.2406217391304348
2012-09-30,6.32,1.2884578947368421
2012-10-31,6.262731818181819,1.2973818181818182
2012-11-30,6.23375,1.28374
2012-12-31,6.232815,1.3119450000000001
2013-01-31,6.221519047619048,1.3303904761904763
2013-02-28,6.232268421052631,1.3346736842105262
2013-03-31,6.215438095238095,1.2953142857142856
2013-04-30,6.186109090909091,1.302518181818182
2013-05-31,6.141631818181819,1.2983136363636363
2013-06-30,6.13415,1.319715
2013-07-31,6.13425,1.3087863636363635
2013-08-31,6.121263636363636,1.3313545454545455
2013-09-30,6.119815,1.3364150000000001
2013-10-31,6.103213636363637,1.3645909090909092
2013-11-30,6.092931578947368,1.3490842105263159
2013-12-31,6.0738,1.3708
2014-01-31,6.050938095238095,1.361795238095238
2014-02-28,6.0816,1.366521052631579
2014-03-31,6.172876190476191,1.3828190476190476
2014-04-30,6.224613636363636,1.381018181818182
2014-05-31,6.237957142857143,1.3738523809523808
2014-06-30,6.230604761904762,1.3594857142857142
2014-07-31,6.198436363636364,1.3533363636363636
2014-08-31,6.15412857142857,1.3315238095238096
2014-09-30,6.138228571428571,1.2889095238095238
2014-10-31,6.125050000000001,1.2677318181818182
2014-11-30,6.124894444444444,1.24725
2014-12-31,6.188628571428571,1.2329190476190477
2015-01-31,6.218135,1.1614900000000001
2015-02-28,6.2518473684210525,1.1350263157894738
2015-03-31,6.238604545454546,1.0819454545454545
2015-04-30,6.200995454545454,1.0822045454545455
2015-05-31,6.20345,1.116735
2015-06-30,6.2052,1.122559090909091
2015-07-31,6.20845,1.099740909090909
2015-08-31,6.3382523809523805,1.1136142857142857
2015-09-30,6.3676047619047615,1.1228523809523812
2015-10-31,6.3505,1.1227952380952382
2015-11-30,6.364036842105262,1.0726578947368421
2015-12-31,6.449095454545454,1.0888681818181818
2016-01-31,6.5726,1.0855052631578948
2016-02-29,6.550050000000001,1.10923
2016-03-31,6.5026913043478265,1.1133521739130434
2016-04-30,6.475433333333334,1.1345666666666667
2016-05-31,6.525880952380952,1.1312047619047618
2016-06-30,6.589222727272727,1.1231772727272729
2016-07-31,6.677105,1.105495
2016-08-31,6.646573913043477,1.1206521739130435
2016-09-30,6.670180952380953,1.1217809523809525
2016-10-31,6.73031,1.10144
2016-11-30,6.84016,1.07918
2016-12-31,6.919752380952381,1.0544619047619048
2017-01-31,6.890663157894736,1.0634947368421053
2017-02-28,6.869426315789474,1.0650210526315789
2017-03-31,6.894,1.069104347826087
2017-04-30,6.887555000000001,1.07138
2017-05-31,6.884304545454546,1.1049863636363637
2017-06-30,6.806563636363635,1.1233
2017-07-31,6.769425,1.153015
2017-08-31,6.666995652173913,1.1812913043478261
2017-09-30,6.568989999999999,1.191335
2017-10-31,6.6254,1.175547619047619
2017-11-30,6.6200149999999995,1.174295
2017-12-31,6.593195,1.183615
2018-01-31,6.423295238095237,1.219652380952381
2018-02-28,6.318315789473684,1.2339684210526316
2018-03-31,6.317368181818182,1.2333954545454546
2018-04-30,6.2966523809523816,1.2269523809523808
2018-05-31,6.3700636363636365,1.1822636363636365
2018-06-30,6.465123809523809,1.1679142857142857
2018-07-31,6.716447619047619,1.1684619047619047
2018-08-31,6.8452652173913044,1.1546608695652174
2018-09-30,6.855084210526316,1.1666947368421052
2018-10-31,6.9191045454545455,1.148759090909091
2018-11-30,6.936674999999999,1.13639
2018-12-31,6.883711111111111,1.1380388888888888
2019-01-31,6.786345,1.1417899999999999
2019-02-28,6.736683333333334,1.1349444444444443
2019-03-31,6.711942857142858,1.1296142857142857
2019-04-30,6.716068181818182,1.1234
2019-05-31,6.851859090909091,1.1186909090909092
2019-06-30,6.897675,1.129515
2019-07-31,6.8774727272727265,1.1211454545454544
2019-08-31,7.062859090909091,1.1128681818181818
2019-09-30,7.113725,1.10112
2019-10-31,7.096081818181818,1.1058181818181818
2019-11-30,7.019894736842106,1.1050578947368421
2019-12-31,7.0136761904761915,1.1113666666666666
2020-01-31,6.918352380952381,1.1097666666666666
2020-02-29,6.996705263157895,1.0910736842105262
2020-03-31,7.02045,1.104590909090909
2020-04-30,7.070827272727272,1.0871090909090908
2020-05-31,7.10159,1.09073
2020-06-30,7.08155909090909,1.1259
2020-07-31,7.004113636363636,1.1488272727272728
2020-08-31,6.927009523809524,1.1831142857142856
2020-09-30,6.810595238095239,1.1785095238095238
2020-10-31,6.72542380952381,1.1767809523809523
2020-11-30,6.60285,1.1826277777777778
2020-12-31,6.539295238095238,1.2168
2021-01-31,6.467177777777778,1.2177666666666667
2021-02-28,6.460057894736842,1.2093947368421052
2021-03-31,6.510860869565217,1.1901608695652173
2021-04-30,6.518640909090909,1.1965409090909092
2021-05-31,6.432049999999999,1.21463
2021-06-30,6.425031818181818,1.2048272727272726
2021-07-31,6.4762571428571425,1.1821380952380953
2021-08-31,6.476790909090909,1.1766954545454544
2021-09-30,6.456300000000001,1.1764904761904762
2021-10-31,6.41721,1.159985
2021-11-30,6.38893,1.14159
2021-12-31,6.369285714285714,1.1300809523809523
2022-01-31,6.35557,1.131675
2022-02-28,6.343552631578947,1.1349052631578949
2022-03-31,6.344552173913043,1.1018521739130436
2022-04-30,6.430999999999999,1.080295238095238
2022-05-31,6.698957142857143,1.0567190476190476
2022-06-30,6.695190476190476,1.0567190476190476
2022-07-31,6.735155000000001,1.016825
2022-08-31,6.8006782608695655,1.0128782608695652
2022-09-30,7.019514285714285,0.9898809523809524
2022-10-31,7.190185,0.985295
2022-11-30,7.18118,1.01919
2022-12-31,6.971695238095238,1.0590666666666668
2023-01-31,6.790405,1.07769
2023-02-28,6.838042105263158,1.0702263157894736
2023-03-31,6.890930434782609,1.0711347826086957
2023-04-30,6.8875649999999995,1.0962
2023-05-31,6.985359090909091,1.0867090909090908
2023-06-30,7.161366666666667,1.0840285714285716
2023-07-31,7.186275,1.10669
2023-08-31,7.248621739130435,1.091
2023-09-30,7.29794,1.067175
2023-10-31,7.307109523809523,1.056457142857143
2023-11-30,7.222589999999999,1.08193
2023-12-31,7.140210000000001,1.09094
2024-01-31,7.170704761904762,1.0898904761904762
2024-02-29,7.19349,1.0793
2024-03-31,7.201485714285714,1.0870190476190476
2024-04-30,7.237431818181818,1.0723909090909092
2024-05-31,7.232713636363636,1.0810136363636362
2024-06-30,7.254747368421053,1.0763263157894736
2024-07-31,7.260936363636364,1.084659090909091
2024-08-31,7.1474863636363635,1.1020181818181818
2024-09-30,7.0760000000000005,1.110425
2024-10-31,7.088118181818182,1.08945
2024-11-30,7.206284210526316,1.0621315789473684
2024-12-31,7.280695238095238,1.0472333333333335
2025-01-31,7.2957,1.0355904761904762
2025-02-28,7.273431578947369,1.0413000000000001
2025-03-31,7.24925238095238,1.0813142857142857
2025-04-30,7.2967818181818185,1.1231772727272729
2025-05-31,7.216557142857143,1.1273666666666666
2025-06-30,7.18035,1.153365
